amfi_code,isin,name,category,sub_category,amc,plan,payout
134923,INF204KA15G5,Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option,Equity Scheme,Sectoral/ Thematic,Nippon India Mutual Fund,Direct,Growth
153039,INF663L01Z45,PGIM India Healthcare Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,PGIM India Mutual Fund,Direct,Growth
151791,INF966L01BX0,quant BFSI Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
151757,INF966L01BR2,quant Business Cycle Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
152255,INF966L01DF3,quant Commodities Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
152336,INF966L01DN7,quant Consumption Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
148564,INF966L01AD4,quant ESG Integration Strategy Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
151853,INF966L01CD0,quant Healthcare Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
120833,INF966L01721,quant Infrastructure Fund - Growth Option-Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
151916,INF966L01CJ7,quant Manufacturing Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
152189,INF966L01CZ3,quant Momentum Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
152415,INF966L01DT4,quant PSU Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
148925,INF966L01AK9,quant Quantamental Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
152067,INF966L01CT6,quant Teck Fund - Growth Option - Direct Plan,Equity Scheme,Sectoral/ Thematic,quant Mutual Fund,Direct,Growth
147372,INF082J01382,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION,Equity Scheme,Sectoral/ Thematic,Quantum Mutual Fund,Direct,Growth
153094,INF082J01473,Quantum Ethical Fund - Direct Plan Growth Option,Equity Scheme,Sectoral/ Thematic,Quantum Mutual Fund,Direct,Growth
151753,INF0K1H01081,Samco Active Momentum Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,Samco Mutual Fund,Direct,Growth
152586,INF0K1H01180,Samco Special Opportunities Fund - Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,Samco Mutual Fund,Direct,Growth
152657,INF200KB1183,SBI Automotive Opportunities Fund - Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
133859,INF200KA1507,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
119705,INF200K01SB6,SBI COMMA Fund - DIRECT PLAN - Growth,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
120575,INF200K01RM5,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
152417,INF200KB1126,SBI Energy Opportunities Fund - Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
146643,INF200KA1A71,SBI Equity Minimum Variance Fund - Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
119709,INF200K01SE0,SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
119783,INF200K01UP2,SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
119700,INF200K01RS2,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
152776,INF200KB1324,SBI Innovative Opportunities Fund - Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
119711,INF200K01SN1,SBI MNC FUND - DIRECT PLAN -GROWTH,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
119732,INF200K01UY4,SBI PSU Fund - DIRECT PLAN - GROWTH,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
154177,INF200KB1AG6,SBI Quality Fund - Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
153154,INF200KB1506,SBI Quant Fund- Direct Plan- Growth,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
120578,INF200K01RV6,SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,Equity Scheme,Sectoral/ Thematic,SBI Mutual Fund,Direct,Growth
153076,INF680P01455,Shriram Multi Sector Rotation Fund - Direct Plan Growth Option,Equity Scheme,Sectoral/ Thematic,Shriram Mutual Fund,Direct,Growth
152677,INF903JA1LQ6,Sundaram Business Cycle Fund Direct Plan Growth,Equity Scheme,Sectoral/ Thematic,Sundaram Mutual Fund,Direct,Growth
119595,INF903J01NH5,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth),Equity Scheme,Sectoral/ Thematic,Sundaram Mutual Fund,Direct,Growth
119597,INF903J01NB8,Sundaram Financial Services Opportunities Fund Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,Sundaram Mutual Fund,Direct,Growth
129212,INF903J01F92,Sundaram Infrastructure Advantage Fund Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,Sundaram Mutual Fund,Direct,Growth
153669,INF903JA1LV6,Sundaram Multi-Factor Fund - Direct - Growth,Equity Scheme,Sectoral/ Thematic,Sundaram Mutual Fund,Direct,Growth
144835,INF903JA1FA2,Sundaram Services Fund Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,Sundaram Mutual Fund,Direct,Growth
135793,INF277K01Z10,Tata Banking And Financial Services Fund-Direct Plan-Growth,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
149071,INF277KA1166,Tata Business Cycle Fund-Direct Plan-Growth,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
135800,INF277K01Z77,Tata Digital India Fund-Direct Plan-Growth,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
119172,INF277K01NG4,Tata Ethical Fund -Direct Plan- Growth Option,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
150532,INF277KA1497,Tata Housing Opportunities Fund - Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
135805,INF277K013A6,Tata India Consumer Fund-Direct Plan-Growth,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
153055,INF277KA1CU2,Tata India Innovation Fund- Direct Growth,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
135810,INF277K019A3,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
119243,INF277K01PQ8,Tata Infrastructure Fund -Direct Plan -Growth Option,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
147864,INF277K013Y6,Tata Quant Fund-Direct Plan-Growth,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
135813,INF277K015B9,Tata Resources & Energy Fund-Direct Plan-Growth,Equity Scheme,Sectoral/ Thematic,Tata Mutual Fund,Direct,Growth
118868,INF044D01CN2,Taurus Banking & Financial Services Fund - Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,Taurus Mutual Fund,Direct,Growth
118876,INF044D01CJ0,Taurus Ethical Fund - Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,Taurus Mutual Fund,Direct,Growth
118879,INF044D01CD3,Taurus Infrastructure Fund - Direct Plan - Growth,Equity Scheme,Sectoral/ Thematic,Taurus Mutual Fund,Direct,Growth
153895,INF2F0001214,THE WEALTH COMPANY ETHICAL FUND DIRECT GROWTH,Equity Scheme,Sectoral/ Thematic,The Wealth Company Mutual Fund,Direct,Growth
153109,INF582M01KG9,Union Active Momentum Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,Union Mutual Fund,Direct,Growth
152409,INF582M01JQ0,Union Business Cycle Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,Union Mutual Fund,Direct,Growth
154020,INF582M01MH3,Union Consumption Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,Union Mutual Fund,Direct,Growth
151905,INF582M01JE6,Union Innovation & Opportunities Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,Union Mutual Fund,Direct,Growth
120733,INF789F01SN3,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,UTI Mutual Fund,Direct,Growth
120782,INF789F01TO9,UTI Healthcare Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,UTI Mutual Fund,Direct,Growth
120780,INF789F01VF3,UTI India Consumer Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,UTI Mutual Fund,Direct,Growth
120728,INF789F01TU6,UTI Infrastructure Fund-Growth Option- Direct,Equity Scheme,Sectoral/ Thematic,UTI Mutual Fund,Direct,Growth
120682,INF789F01UD0,UTI - MNC Fund - Growth Option - Direct,Equity Scheme,Sectoral/ Thematic,UTI Mutual Fund,Direct,Growth
120731,INF789F01SH5,UTI-Transportation and Logistics  Fund-Growth Option- Direct,Equity Scheme,Sectoral/ Thematic,UTI Mutual Fund,Direct,Growth
152087,INF789F1AZA4,UTI Innovation Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,UTI Mutual Fund,Direct,Growth
153204,INF789F1AA98,UTI Quant Fund - Direct Plan - Growth Option,Equity Scheme,Sectoral/ Thematic,UTI Mutual Fund,Direct,Growth
152321,INF03VN01860,WhiteOak Capital Banking & Financial Services Fund - Direct Growth,Equity Scheme,Sectoral/ Thematic,WhiteOak Capital Mutual Fund,Direct,Growth
154161,INF03VN01AD3,WhiteOak Capital Consumption Opportunities Fund Direct Plan Growth,Equity Scheme,Sectoral/ Thematic,WhiteOak Capital Mutual Fund,Direct,Growth
152915,INF03VN01936,WhiteOak Capital Digital Bharat Fund Direct Plan Growth,Equity Scheme,Sectoral/ Thematic,WhiteOak Capital Mutual Fund,Direct,Growth
152962,INF03VN01951,WhiteOak Capital ESG Best-In-Class Strategy Fund Direct Plan Growth,Equity Scheme,Sectoral/ Thematic,WhiteOak Capital Mutual Fund,Direct,Growth
152349,INF03VN01886,WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth,Equity Scheme,Sectoral/ Thematic,WhiteOak Capital Mutual Fund,Direct,Growth
153189,INF03VN01977,WhiteOak Capital Quality Equity Fund Direct Plan Growth,Equity Scheme,Sectoral/ Thematic,WhiteOak Capital Mutual Fund,Direct,Growth
152644,INF03VN01902,WhiteOak Capital Special Opportunities Fund - Direct Growth,Equity Scheme,Sectoral/ Thematic,WhiteOak Capital Mutual Fund,Direct,Growth
154215,INF2JJD01177,Abakkus Small Cap Fund - Direct Plan - Growth,Equity Scheme,Small Cap Fund,Abakkus Mutual Fund,Direct,Growth
119556,INF209K01WN4,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,Equity Scheme,Small Cap Fund,Aditya Birla Sun Life Mutual Fund,Direct,Growth
125354,INF846K01K35,Axis Small Cap Fund - Direct Plan - Growth,Equity Scheme,Small Cap Fund,Axis Mutual Fund,Direct,Growth
153612,INF0QA701BN2,BAJAJ FINSERV SMALL CAP FUND - DIRECT - GROWTH,Equity Scheme,Small Cap Fund,Bajaj Finserv Mutual Fund,Direct,Growth
147946,INF194KB1AL4,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,Equity Scheme,Small Cap Fund,Bandhan Mutual Fund,Direct,Growth
145678,INF761K01EP7,BANK OF INDIA Small Cap Fund Direct Plan Growth,Equity Scheme,Small Cap Fund,Bank of India Mutual Fund,Direct,Growth
152128,INF251K01SR5,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,Equity Scheme,Small Cap Fund,Baroda BNP Paribas Mutual Fund,Direct,Growth
146130,INF760K01JC6,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,Equity Scheme,Small Cap Fund,Canara Robeco Mutual Fund,Direct,Growth
119212,INF740K01QD1,DSP Small Cap Fund - Direct Plan - Growth,Equity Scheme,Small Cap Fund,DSP Mutual Fund,Direct,Growth
146196,INF754K01JN6,Edelweiss Small Cap Fund - Direct Plan - Growth,Equity Scheme,Small Cap Fund,Edelweiss Mutual Fund,Direct,Growth
118525,INF090I01IQ4,Franklin India Small Cap Fund - Direct - Growth,Equity Scheme,Small Cap Fund,Franklin Templeton Mutual Fund,Direct,Growth
154063,INF666M01NJ8,Groww Small Cap Fund-Direct-Growth,Equity Scheme,Small Cap Fund,Groww Mutual Fund,Direct,Growth
130503,INF179KA1RW5,HDFC Small Cap Fund - Growth Option - Direct Plan,Equity Scheme,Small Cap Fund,HDFC Mutual Fund,Direct,Growth
153912,INF0R8701384,Helios Small Cap Fund - Direct Plan - Growth Option,Equity Scheme,Small Cap Fund,Helios Mutual Fund,Direct,Growth
151130,INF917K01QA1,HSBC Small Cap Fund - Direct Growth,Equity Scheme,Small Cap Fund,HSBC Mutual Fund,Direct,Growth
120591,INF109K015M0,ICICI Prudential Smallcap Fund - Direct Plan - Growth,Equity Scheme,Small Cap Fund,ICICI Prudential Mutual Fund,Direct,Growth
145137,INF205K013T3,Invesco India Smallcap Fund - Direct Plan - Growth,Equity Scheme,Small Cap Fund,Invesco Mutual Fund,Direct,Growth
147919,INF00XX01747,ITI Small Cap Fund - Direct Plan - Growth Option,Equity Scheme,Small Cap Fund,ITI Mutual Fund,Direct,Growth
152614,INF192K01NH3,JM Small Cap Fund (Direct) - Growth Option,Equity Scheme,Small Cap Fund,JM Financial Mutual Fund,Direct,Growth
120164,INF174K01KT2,Kotak-Small Cap Fund - Growth - Direct,Equity Scheme,Small Cap Fund,Kotak Mahindra Mutual Fund,Direct,Growth
152004,INF397L01JS1,LIC MF Small Cap Fund-Direct Plan-Growth,Equity Scheme,Small Cap Fund,LIC Mutual Fund,Direct,Growth
150915,INF174V01BK7,Mahindra Manulife Small Cap Fund - Direct Plan - Growth,Equity Scheme,Small Cap Fund,Mahindra Manulife Mutual Fund,Direct,Growth
153196,INF769K01NJ4,Mirae Asset Small Cap Fund - Direct Plan - Growth,Equity Scheme,Small Cap Fund,Mirae Asset Mutual Fund,Direct,Growth
152237,INF247L01BY3,Motilal Oswal Small Cap Fund - Direct - Growth,Equity Scheme,Small Cap Fund,Motilal Oswal Mutual Fund,Direct,Growth
118777,INF204K01J83,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,Equity Scheme,Small Cap Fund,Nippon India Mutual Fund,Direct,Growth
118778,INF204K01K15,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,Equity Scheme,Small Cap Fund,Nippon India Mutual Fund,Direct,Growth
149019,INF663L01W06,PGIM India Small Cap Fund - Direct Plan- Growth Option,Equity Scheme,Small Cap Fund,PGIM India Mutual Fund,Direct,Growth
120828,INF966L01689,quant Small Cap Fund - Growth Option - Direct Plan,Equity Scheme,Small Cap Fund,quant Mutual Fund,Direct,Growth
152107,INF082J01432,QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,Equity Scheme,Small Cap Fund,Quantum Mutual Fund,Direct,Growth
125497,INF200K01T51,SBI Small Cap Fund - Direct Plan - Growth,Equity Scheme,Small Cap Fund,SBI Mutual Fund,Direct,Growth
119589,INF903J01NK9,Sundaram Small Cap Fund Direct Plan - Growth,Equity Scheme,Small Cap Fund,Sundaram Mutual Fund,Direct,Growth
145206,INF277K011O1,Tata Small Cap Fund-Direct Plan-Growth,Equity Scheme,Small Cap Fund,Tata Mutual Fund,Direct,Growth
154269,INF2F0001537,The Wealth Company Small Cap Fund- Direct-Growth,Equity Scheme,Small Cap Fund,The Wealth Company Mutual Fund,Direct,Growth
152939,INF0GCD01800,TRUSTMF SMALL CAP FUND -DIRECT PLAN-GROWTH,Equity Scheme,Small Cap Fund,Trust Mutual Fund,Direct,Growth
129649,INF582M01BU9,Union Small Cap Fund - Direct Plan - Growth Option,Equity Scheme,Small Cap Fund,Union Mutual Fund,Direct,Growth
148618,INF789F1AUQ1,UTI Small Cap Fund - Direct Plan - Growth Option,Equity Scheme,Small Cap Fund,UTI Mutual Fund,Direct,Growth
119659,INF209K01WQ7,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,Equity Scheme,Value Fund,Aditya Birla Sun Life Mutual Fund,Direct,Growth
149166,INF846K010C0,Axis Value Fund - Direct Plan - Growth,Equity Scheme,Value Fund,Axis Mutual Fund,Direct,Growth
118481,INF194K01Z85,Bandhan Value Fund - Direct Plan - Growth,Equity Scheme,Value Fund,Bandhan Mutual Fund,Direct,Growth
151755,INF251K01SD5,Baroda BNP Paribas Value Fund - Direct Plan - Growth option,Equity Scheme,Value Fund,Baroda BNP Paribas Mutual Fund,Direct,Growth
149085,INF760K01JW4,Canara Robeco Value Fund - Direct Plan - Growth Option,Equity Scheme,Value Fund,Canara Robeco Mutual Fund,Direct,Growth
148595,INF740KA1PP3,DSP Value Fund - Direct Plan - Growth,Equity Scheme,Value Fund,DSP Mutual Fund,Direct,Growth
118494,INF090I01GY2,Templeton India Value Fund - Direct - Growth,Equity Scheme,Value Fund,Franklin Templeton Mutual Fund,Direct,Growth
135341,INF666M01BE4,Groww Value Fund (formerly known as Indiabulls Value Fund) - Direct Plan - Growth Option,Equity Scheme,Value Fund,Groww Mutual Fund,Direct,Growth
118935,INF179K01VC4,HDFC Value Fund - Growth Option - Direct Plan,Equity Scheme,Value Fund,HDFC Mutual Fund,Direct,Growth
151113,INF917K01HD4,HSBC Value Fund - Direct Growth,Equity Scheme,Value Fund,HSBC Mutual Fund,Direct,Growth
120323,INF109K012K1,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Direct Plan - Growth,Equity Scheme,Value Fund,ICICI Prudential Mutual Fund,Direct,Growth
148972,INF00XX01AQ6,ITI Value Fund - Direct Plan - Growth Option,Equity Scheme,Value Fund,ITI Mutual Fund,Direct,Growth
120486,INF192K01BT3,JM Value Fund (Direct) - Growth Option,Equity Scheme,Value Fund,JM Financial Mutual Fund,Direct,Growth
152018,INF397L01KU5,LIC MF Value Fund-Direct Plan-Growth,Equity Scheme,Value Fund,LIC Mutual Fund,Direct,Growth
153303,INF174V01CI9,Mahindra Manulife Value Fund - Direct Plan - Growth,Equity Scheme,Value Fund,Mahindra Manulife Mutual Fund,Direct,Growth
118784,INF204K01K49,Nippon India Value Fund - Direct Plan Growth Plan,Equity Scheme,Value Fund,Nippon India Mutual Fund,Direct,Growth
149335,INF966L01AN3,Quant Value Fund - Growth Option  - Direct Plan,Equity Scheme,Value Fund,quant Mutual Fund,Direct,Growth
103490,INF082J01036,Quantum Value Fund - Direct Plan Growth Option,Equity Scheme,Value Fund,Quantum Mutual Fund,Direct,Growth
119549,INF903J01NN3,Sundaram Value Fund Direct Plan - Growth,Equity Scheme,Value Fund,Sundaram Mutual Fund,Direct,Growth
119231,INF277K01ND1,Tata Value Fund -Direct Plan Growth Option,Equity Scheme,Value Fund,Tata Mutual Fund,Direct,Growth
145473,INF582M01EK4,Union Value Fund - Direct Plan - Growth Option,Equity Scheme,Value Fund,Union Mutual Fund,Direct,Growth
120751,INF789F01VB2,UTI Value Fund - Direct Plan - Growth Option,Equity Scheme,Value Fund,UTI Mutual Fund,Direct,Growth
